,record_id,verified,rule_results,rule_assignment
538,record_583,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
539,record_584,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
540,record_585,false,"{""rule_1"":[""g""],""rule_2"":[]}",{}
541,record_586,false,"{""rule_1"":[],""rule_2"":[""c"",""g""]}",{}
542,record_587,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
543,record_588,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
544,record_589,false,"{""rule_1"":[""b"",""d""],""rule_2"":[]}",{}
545,record_59,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
546,record_590,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
547,record_591,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
548,record_592,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
549,record_593,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
550,record_594,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
551,record_595,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
552,record_596,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
553,record_597,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
554,record_598,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
555,record_599,false,"{""rule_1"":[""a"",""c"",""d""],""rule_2"":[]}",{}
556,record_6,true,"{""rule_1"":[""c"",""e""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
557,record_60,false,"{""rule_1"":[""a"",""e""],""rule_2"":[]}",{}
558,record_600,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
559,record_601,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
560,record_602,false,"{""rule_1"":[],""rule_2"":[""c"",""d""]}",{}
561,record_603,true,"{""rule_1"":[""a"",""h""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
562,record_604,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
563,record_605,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
564,record_606,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
565,record_607,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""g""]}","{""rule_1"":""a"",""rule_2"":""g""}"
566,record_608,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
567,record_609,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
568,record_61,true,"{""rule_1"":[""c""],""rule_2"":[""e"",""h""]}","{""rule_1"":""c"",""rule_2"":""e""}"
569,record_610,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
570,record_611,false,"{""rule_1"":[],""rule_2"":[]}",{}
571,record_612,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
572,record_613,false,"{""rule_1"":[],""rule_2"":[]}",{}
573,record_614,true,"{""rule_1"":[""d""],""rule_2"":[""e""]}","{""rule_1"":""d"",""rule_2"":""e""}"
574,record_615,true,"{""rule_1"":[""a"",""b"",""d""],""rule_2"":[""b"",""c"",""f""]}","{""rule_1"":""a"",""rule_2"":""b""}"
575,record_616,false,"{""rule_1"":[],""rule_2"":[""c"",""f""]}",{}
576,record_617,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
577,record_618,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b"",""d""]}","{""rule_1"":""b"",""rule_2"":""d""}"
578,record_619,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
579,record_62,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
580,record_620,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
581,record_621,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
582,record_622,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
583,record_623,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
584,record_624,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""g""]}","{""rule_1"":""a"",""rule_2"":""b""}"
585,record_625,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
586,record_626,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
587,record_627,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
588,record_628,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
589,record_629,true,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
590,record_63,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
591,record_630,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
592,record_631,false,"{""rule_1"":[],""rule_2"":[]}",{}
593,record_632,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
594,record_633,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
595,record_634,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
596,record_635,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
597,record_636,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
598,record_637,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
599,record_638,false,"{""rule_1"":[],""rule_2"":[""a"",""b""]}",{}
600,record_639,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
601,record_64,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
602,record_640,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""c"",""g""]}","{""rule_1"":""a"",""rule_2"":""c""}"
603,record_641,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
604,record_642,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
605,record_643,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""c"",""h""]}","{""rule_1"":""a"",""rule_2"":""c""}"
606,record_644,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
607,record_645,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
608,record_646,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
609,record_647,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
610,record_648,false,"{""rule_1"":[],""rule_2"":[]}",{}
611,record_649,false,"{""rule_1"":[],""rule_2"":[]}",{}
612,record_65,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
613,record_650,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
614,record_651,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
615,record_652,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
616,record_653,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
617,record_654,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
618,record_655,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
619,record_656,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
620,record_657,true,"{""rule_1"":[""a""],""rule_2"":[""d"",""f""]}","{""rule_1"":""a"",""rule_2"":""d""}"
621,record_658,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""a"",""c"",""e"",""f""]}","{""rule_1"":""a"",""rule_2"":""c""}"
622,record_659,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
623,record_66,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
624,record_660,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
625,record_661,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
626,record_662,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
627,record_663,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
628,record_664,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c"",""e""]}","{""rule_1"":""a"",""rule_2"":""c""}"
629,record_665,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
630,record_666,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
631,record_667,false,"{""rule_1"":[],""rule_2"":[""b"",""d""]}",{}
632,record_668,false,"{""rule_1"":[],""rule_2"":[]}",{}
633,record_669,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
634,record_67,true,"{""rule_1"":[""a"",""c"",""f""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
635,record_670,true,"{""rule_1"":[""b""],""rule_2"":[""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
636,record_671,true,"{""rule_1"":[""b"",""d""],""rule_2"":[""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
637,record_672,true,"{""rule_1"":[""a""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
638,record_673,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
639,record_674,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""h""]}","{""rule_1"":""a"",""rule_2"":""b""}"
640,record_675,false,"{""rule_1"":[""b"",""d""],""rule_2"":[]}",{}
641,record_676,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
642,record_677,true,"{""rule_1"":[""b""],""rule_2"":[""b"",""c"",""f""]}","{""rule_1"":""b"",""rule_2"":""c""}"
643,record_678,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
644,record_679,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
645,record_68,false,"{""rule_1"":[],""rule_2"":[]}",{}
646,record_680,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
647,record_681,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
648,record_682,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
649,record_683,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
650,record_684,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
651,record_685,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""f"",""g""]}","{""rule_1"":""c"",""rule_2"":""f""}"
652,record_686,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
653,record_687,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
654,record_688,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
655,record_689,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
656,record_69,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""g""]}","{""rule_1"":""a"",""rule_2"":""c""}"
657,record_690,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
658,record_691,false,"{""rule_1"":[],""rule_2"":[]}",{}
659,record_692,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
660,record_693,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
661,record_694,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
662,record_695,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""c"",""f""]}","{""rule_1"":""b"",""rule_2"":""c""}"
663,record_696,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
664,record_697,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
665,record_698,true,"{""rule_1"":[""b"",""c"",""d"",""f""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
666,record_699,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
667,record_7,true,"{""rule_1"":[""c""],""rule_2"":[""e"",""g""]}","{""rule_1"":""c"",""rule_2"":""e""}"
668,record_70,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
669,record_700,false,"{""rule_1"":[""g""],""rule_2"":[""g""]}",{}
670,record_701,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""g""]}","{""rule_1"":""c"",""rule_2"":""g""}"
671,record_702,false,"{""rule_1"":[],""rule_2"":[""e""]}",{}
672,record_703,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
673,record_704,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
674,record_705,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
675,record_706,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
676,record_707,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
677,record_708,false,"{""rule_1"":[],""rule_2"":[""e""]}",{}
678,record_709,false,"{""rule_1"":[],""rule_2"":[""a"",""b"",""c"",""d""]}",{}
679,record_71,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b"",""g""]}","{""rule_1"":""b"",""rule_2"":""g""}"
680,record_710,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
681,record_711,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
682,record_712,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
683,record_713,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
684,record_714,false,"{""rule_1"":[],""rule_2"":[]}",{}
685,record_715,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""b"",""rule_2"":""c""}"
686,record_716,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
687,record_717,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
688,record_718,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
689,record_719,true,"{""rule_1"":[""a""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
690,record_72,false,"{""rule_1"":[],""rule_2"":[""b"",""e""]}",{}
691,record_720,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
692,record_721,true,"{""rule_1"":[""b""],""rule_2"":[""a"",""c"",""f""]}","{""rule_1"":""b"",""rule_2"":""a""}"
693,record_722,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
694,record_723,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
695,record_724,false,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[]}",{}
696,record_725,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
697,record_726,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
698,record_727,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
699,record_728,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
700,record_729,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
701,record_73,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
702,record_730,false,"{""rule_1"":[],""rule_2"":[""c"",""d""]}",{}
703,record_731,false,"{""rule_1"":[],""rule_2"":[""a"",""b"",""c""]}",{}
704,record_732,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
705,record_733,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
706,record_734,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
707,record_735,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
708,record_736,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
709,record_737,true,"{""rule_1"":[""a"",""c"",""e""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
710,record_738,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
711,record_739,false,"{""rule_1"":[],""rule_2"":[]}",{}
712,record_74,false,"{""rule_1"":[],""rule_2"":[""b"",""e"",""f""]}",{}
713,record_740,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
714,record_741,false,"{""rule_1"":[],""rule_2"":[]}",{}
715,record_742,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
716,record_743,false,"{""rule_1"":[],""rule_2"":[]}",{}
717,record_744,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
718,record_745,true,"{""rule_1"":[""a""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
719,record_746,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
720,record_747,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
721,record_748,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
722,record_749,true,"{""rule_1"":[""b"",""d""],""rule_2"":[""b"",""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
723,record_75,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
724,record_750,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
725,record_751,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""b""]}","{""rule_1"":""c"",""rule_2"":""a""}"
726,record_752,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
727,record_753,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
728,record_754,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
729,record_755,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
730,record_756,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d"",""f""]}","{""rule_1"":""a"",""rule_2"":""c""}"
731,record_757,false,"{""rule_1"":[],""rule_2"":[]}",{}
732,record_758,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""g""]}","{""rule_1"":""a"",""rule_2"":""c""}"
733,record_759,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
734,record_76,true,"{""rule_1"":[""d""],""rule_2"":[""c""]}","{""rule_1"":""d"",""rule_2"":""c""}"
735,record_760,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""e"",""f"",""g""]}","{""rule_1"":""a"",""rule_2"":""b""}"
736,record_761,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
737,record_762,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
738,record_763,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
739,record_764,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
740,record_765,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
741,record_766,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
742,record_767,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
743,record_768,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
744,record_769,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
745,record_77,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d"",""e""]}","{""rule_1"":""a"",""rule_2"":""c""}"
746,record_770,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
747,record_771,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
748,record_772,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
749,record_773,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
750,record_774,false,"{""rule_1"":[""b"",""d""],""rule_2"":[]}",{}
751,record_775,false,"{""rule_1"":[],""rule_2"":[""e""]}",{}
752,record_776,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
753,record_777,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
754,record_778,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
755,record_779,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
756,record_78,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
757,record_780,true,"{""rule_1"":[""c"",""f""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
758,record_781,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
759,record_782,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
760,record_783,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
761,record_784,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
762,record_785,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
763,record_786,false,"{""rule_1"":[],""rule_2"":[]}",{}
764,record_787,false,"{""rule_1"":[""a""],""rule_2"":[""a""]}",{}
765,record_788,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
766,record_789,false,"{""rule_1"":[],""rule_2"":[]}",{}
767,record_79,true,"{""rule_1"":[""c""],""rule_2"":[""g""]}","{""rule_1"":""c"",""rule_2"":""g""}"
768,record_790,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
769,record_791,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
770,record_792,false,"{""rule_1"":[""b""],""rule_2"":[""b""]}",{}
771,record_793,false,"{""rule_1"":[],""rule_2"":[]}",{}
772,record_794,false,"{""rule_1"":[],""rule_2"":[""b"",""g""]}",{}
773,record_795,false,"{""rule_1"":[],""rule_2"":[""f""]}",{}
774,record_796,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c"",""h""]}","{""rule_1"":""a"",""rule_2"":""b""}"
775,record_797,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
776,record_798,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
777,record_799,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c"",""e""]}","{""rule_1"":""c"",""rule_2"":""b""}"
778,record_8,true,"{""rule_1"":[""g""],""rule_2"":[""b"",""d"",""g""]}","{""rule_1"":""g"",""rule_2"":""b""}"
779,record_80,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
780,record_800,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
781,record_801,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
782,record_802,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
783,record_803,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
784,record_804,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
785,record_805,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""e""]}","{""rule_1"":""a"",""rule_2"":""c""}"
786,record_806,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
787,record_807,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
788,record_808,true,"{""rule_1"":[""b"",""d""],""rule_2"":[""c"",""f""]}","{""rule_1"":""b"",""rule_2"":""c""}"
789,record_809,false,"{""rule_1"":[],""rule_2"":[]}",{}
790,record_81,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
791,record_810,false,"{""rule_1"":[],""rule_2"":[""h""]}",{}
792,record_811,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
793,record_812,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
794,record_813,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
795,record_814,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
796,record_815,false,"{""rule_1"":[],""rule_2"":[""f""]}",{}
797,record_816,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
798,record_817,true,"{""rule_1"":[""b""],""rule_2"":[""g""]}","{""rule_1"":""b"",""rule_2"":""g""}"
799,record_818,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""g""]}","{""rule_1"":""a"",""rule_2"":""c""}"
800,record_819,true,"{""rule_1"":[""d""],""rule_2"":[""c""]}","{""rule_1"":""d"",""rule_2"":""c""}"
801,record_82,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
802,record_820,false,"{""rule_1"":[],""rule_2"":[]}",{}
803,record_821,false,"{""rule_1"":[],""rule_2"":[""c"",""d"",""e""]}",{}
804,record_822,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
805,record_823,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
