recordid,datasource,firstinitial,firstname,middlename,lastname,dayofbirth,monthofbirth,yearofbirth,streetname,streetnumber,streettype,city,region,postalcode,unitnumber,address1,taxid,socialinsurancenumber,voterid,gender,trumatch_confidence
record_493,g,matcha,,nomatch,nomatch,match,matcha,nomatch,,nomatch,,,nomatch,matcha,,match,nomatch,matcha,match,,0.521177767564796
record_493,h,match,match,missing,match,match,missing,match,match,missing,match,nomatch,nomatch,missing,nomatch,match,match,match,match,match,0.5525575164824265
record_494,a,match,match,match,match,match,match,match,match,nomatch,match,match,match,nomatch,match,match,missing,nomatch,nomatch,match,0.7716677791421485
record_494,b,,match,match,match,match,match,match,match,nomatch,match,missing,match,match,match,match,match,match,match,match,0.5778226405848487
record_494,c,missing,match,match,match,match,match,match,match,match,nomatch,nomatch,match,match,match,nomatch,match,match,match,match,0.6486426543264081
record_494,d,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,missing,match,,nomatch,0.5738668256207348
record_494,e,missing,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,match,nomatch,nomatch,0.508431273962652
record_494,f,missing,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,nomatch,0.5680026139985098
record_494,g,,matcha,,,nomatch,nomatch,matcha,,match,,,,match,matcha,,match,nomatch,nomatch,nomatch,0.64563037931729
record_494,h,match,match,match,nomatch,match,nomatch,match,missing,missing,nomatch,nomatch,missing,nomatch,match,nomatch,missing,match,match,missing,0.5559996222302378
record_495,a,missing,match,match,match,match,match,match,nomatch,match,match,match,match,match,,match,missing,nomatch,nomatch,match,0.5449915115556121
record_495,b,match,match,match,match,missing,missing,match,missing,nomatch,missing,match,match,match,match,nomatch,match,missing,match,match,0.6103734396870971
record_495,c,match,match,match,match,match,match,match,match,match,nomatch,nomatch,match,match,missing,match,match,match,match,match,0.6210740585606593
record_495,d,match,match,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,match,nomatch,match,missing,nomatch,0.7354271328256463
record_495,e,nomatch,match,match,nomatch,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,match,match,0.6588098526959655
record_495,f,nomatch,nomatch,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,nomatch,missing,nomatch,match,match,match,match,0.7261849579001419
record_495,g,match,matcha,,nomatch,matcha,,matcha,matcha,nomatch,,,,,match,matcha,match,nomatch,match,,0.5105238802702492
record_495,h,missing,nomatch,missing,nomatch,missing,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,missing,match,0.7182807292482162
record_496,a,nomatch,match,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,nomatch,,nomatch,match,0.6243498798471451
record_496,b,match,missing,match,match,match,match,match,match,nomatch,missing,nomatch,match,match,match,match,missing,match,nomatch,,0.44063224473620927
record_496,c,nomatch,match,match,match,match,match,match,missing,match,match,nomatch,match,match,match,match,match,match,match,nomatch,0.6820028276633776
record_496,d,match,match,match,missing,match,match,match,match,match,nomatch,match,nomatch,match,,match,missing,match,match,,0.5190841091305307
record_496,e,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,nomatch,match,nomatch,match,nomatch,0.3807507591050093
record_496,f,match,nomatch,nomatch,nomatch,match,match,match,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,nomatch,0.5396307562937126
record_496,g,matcha,matcha,,,match,,nomatch,,matcha,,,,,nomatch,nomatch,matcha,matcha,match,nomatch,0.6222093306598405
record_496,h,match,nomatch,nomatch,match,match,nomatch,match,nomatch,nomatch,match,missing,nomatch,match,match,missing,missing,,missing,nomatch,0.7364630970886332
record_497,a,match,match,match,match,missing,,match,match,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.4771969425282796
record_497,b,,match,match,match,match,match,match,match,nomatch,match,match,match,match,missing,match,missing,missing,match,match,0.3988222627528717
record_497,c,match,match,match,match,match,match,,match,match,nomatch,nomatch,match,match,match,match,match,match,match,match,0.5576186720205076
record_497,d,match,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,match,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,0.8922546626950889
record_497,e,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,0.5011369752246582
record_497,f,match,match,nomatch,match,nomatch,nomatch,,match,match,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,match,0.6272524489227973
record_497,g,matcha,,matcha,matcha,nomatch,nomatch,matcha,nomatch,nomatch,,matcha,nomatch,matcha,,,match,matcha,matcha,,0.48626712659903626
record_497,h,nomatch,match,match,match,missing,,nomatch,match,missing,missing,match,nomatch,nomatch,nomatch,missing,match,nomatch,match,nomatch,0.7471748566540773
record_498,a,match,match,match,match,match,match,match,match,match,,match,match,match,nomatch,match,nomatch,nomatch,nomatch,match,0.3778069714251798
record_498,b,match,match,match,match,missing,match,match,missing,nomatch,match,missing,match,match,match,match,match,match,match,match,0.8163972852455973
record_498,c,match,match,missing,nomatch,match,match,match,match,match,match,missing,match,match,match,match,,match,match,match,0.46501304779541835
record_498,d,nomatch,missing,match,nomatch,match,match,match,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,0.43423587822344073
record_498,e,nomatch,nomatch,missing,nomatch,match,nomatch,match,nomatch,nomatch,match,match,match,match,nomatch,nomatch,,match,nomatch,nomatch,0.6170692095421929
record_498,f,match,nomatch,missing,match,match,nomatch,match,match,nomatch,match,missing,nomatch,nomatch,nomatch,match,,match,match,match,0.6904220828858368
record_498,g,matcha,matcha,,,matcha,nomatch,,matcha,,match,nomatch,,matcha,matcha,matcha,match,nomatch,match,nomatch,0.43256235485214756
record_498,h,nomatch,nomatch,missing,missing,nomatch,nomatch,match,match,nomatch,match,nomatch,missing,nomatch,match,match,nomatch,nomatch,match,nomatch,0.5684967045237831
record_499,a,match,match,match,match,match,match,,match,match,match,match,match,match,,match,nomatch,nomatch,nomatch,match,0.6126392505212265
record_499,b,match,missing,match,missing,match,match,,missing,nomatch,match,nomatch,match,nomatch,match,missing,match,match,match,match,0.7192212292167771
record_499,c,match,match,missing,missing,,match,match,match,match,match,nomatch,nomatch,match,match,match,match,match,match,match,0.7026441398354385
record_499,d,nomatch,match,nomatch,match,match,match,match,match,missing,nomatch,match,match,match,match,nomatch,match,match,match,match,0.6272742502720171
record_499,e,nomatch,match,missing,missing,match,match,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.6521828088502306
record_499,f,nomatch,match,missing,missing,,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,0.45467101626864814
record_499,g,,nomatch,nomatch,matcha,,,match,,,nomatch,matcha,nomatch,matcha,match,nomatch,match,matcha,match,,0.7006544765751673
record_499,h,nomatch,nomatch,missing,nomatch,nomatch,match,,nomatch,missing,nomatch,missing,nomatch,match,missing,nomatch,nomatch,match,nomatch,missing,0.7496662545704017
record_5,a,match,match,match,match,match,match,nomatch,match,match,match,nomatch,match,missing,match,nomatch,nomatch,nomatch,nomatch,match,0.8345046427231577
record_5,b,match,match,match,match,match,match,match,missing,nomatch,match,match,match,match,match,missing,match,match,match,match,0.6340842797466114
record_5,c,match,match,match,match,match,match,match,match,nomatch,match,nomatch,match,match,match,match,match,match,match,match,0.7350191342893815
record_5,d,match,match,match,match,match,nomatch,nomatch,match,match,nomatch,match,match,,match,match,nomatch,match,missing,match,0.6462394113770356
record_5,e,nomatch,nomatch,nomatch,match,nomatch,match,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,0.5943030717120988
record_5,f,match,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,0.6327874819076581
record_5,g,,,,,nomatch,nomatch,matcha,nomatch,,,match,,nomatch,nomatch,nomatch,match,match,nomatch,matcha,0.5779344581491009
record_5,h,nomatch,match,missing,missing,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,missing,match,nomatch,match,missing,missing,missing,0.6154573942987416
record_50,a,match,match,nomatch,match,match,nomatch,missing,match,match,match,nomatch,match,match,match,match,missing,nomatch,nomatch,nomatch,0.6799206804579434
record_50,b,match,match,match,match,missing,missing,missing,missing,nomatch,match,match,missing,match,missing,match,match,,missing,missing,0.6823540414838909
record_50,c,nomatch,match,match,missing,match,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,match,match,match,match,0.2750688717027243
record_50,d,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,missing,nomatch,nomatch,match,match,nomatch,match,nomatch,match,0.5980613981811423
record_50,e,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,match,match,match,match,match,match,nomatch,match,match,0.6799897492035404
record_50,f,nomatch,match,nomatch,missing,match,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,match,match,match,0.6988152355979083
record_50,g,nomatch,matcha,nomatch,nomatch,,match,match,matcha,matcha,,matcha,matcha,matcha,matcha,,matcha,matcha,matcha,matcha,0.6483016239709033
record_50,h,match,missing,nomatch,missing,nomatch,nomatch,nomatch,nomatch,missing,match,missing,nomatch,nomatch,nomatch,missing,missing,match,match,nomatch,0.5083561503504063
record_500,a,match,match,missing,match,match,,missing,match,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.5449480789752285
record_500,b,match,match,match,missing,match,match,match,match,nomatch,match,match,missing,missing,missing,missing,missing,missing,match,missing,0.7589206058865342
record_500,c,match,match,match,match,match,match,match,match,match,nomatch,match,match,nomatch,missing,match,missing,match,match,match,0.6935549902176324
record_500,d,match,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,match,nomatch,match,match,match,missing,0.6689025171570425
record_500,e,match,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,missing,nomatch,nomatch,match,0.4957655674165211
record_500,f,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,match,match,match,missing,match,missing,nomatch,nomatch,match,0.7284982384549578
record_500,g,,nomatch,matcha,,matcha,match,matcha,matcha,,matcha,,,nomatch,matcha,nomatch,match,nomatch,matcha,,0.3656843042766736
record_500,h,match,match,nomatch,nomatch,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,missing,nomatch,match,match,missing,nomatch,0.6219048384224821
record_501,a,,nomatch,match,nomatch,match,match,match,nomatch,match,nomatch,missing,,match,match,missing,nomatch,missing,nomatch,match,0.45508114609456096
record_501,b,match,match,match,match,match,match,match,match,nomatch,match,match,,match,match,nomatch,nomatch,match,match,missing,0.7570795163598318
record_501,c,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,missing,match,match,match,0.5571192128644881
record_501,d,match,match,missing,nomatch,nomatch,nomatch,match,match,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,match,match,missing,0.7121192219822576
record_501,e,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,nomatch,match,match,0.5968179395750373
record_501,f,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,match,match,match,nomatch,match,match,missing,match,nomatch,nomatch,0.6584394069734484
record_501,g,matcha,matcha,,match,matcha,matcha,,nomatch,nomatch,nomatch,matcha,matcha,nomatch,nomatch,nomatch,match,match,match,nomatch,0.6694506599837406
record_501,h,match,match,missing,match,nomatch,missing,nomatch,match,match,missing,nomatch,missing,nomatch,missing,nomatch,match,missing,nomatch,missing,0.5525248667124529
record_502,a,match,nomatch,match,match,match,missing,match,match,match,match,match,,match,nomatch,match,nomatch,nomatch,nomatch,match,0.4221627262957944
record_502,b,match,match,match,nomatch,missing,missing,match,missing,match,match,missing,missing,match,match,missing,match,match,match,match,0.5895093841977953
record_502,c,match,nomatch,match,missing,match,nomatch,match,match,match,match,match,match,match,missing,match,match,match,match,match,0.6502450253201805
record_502,d,match,match,nomatch,match,match,match,match,match,match,nomatch,match,nomatch,nomatch,missing,match,nomatch,match,match,match,0.47819477943847477
record_502,e,match,match,match,missing,nomatch,match,nomatch,match,match,match,nomatch,nomatch,nomatch,missing,match,nomatch,match,nomatch,nomatch,0.6975035653484479
record_502,f,match,nomatch,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,missing,match,nomatch,nomatch,nomatch,nomatch,0.599275019348737
record_502,g,matcha,match,nomatch,matcha,nomatch,matcha,matcha,,matcha,,nomatch,matcha,,match,,match,nomatch,match,,0.6184055291260936
record_502,h,missing,match,nomatch,missing,match,missing,nomatch,missing,nomatch,nomatch,match,match,nomatch,match,match,match,match,nomatch,nomatch,0.6972080458812733
record_503,a,match,missing,match,match,match,nomatch,match,match,match,match,match,match,nomatch,match,match,,match,nomatch,match,0.6307090157194671
record_503,b,match,match,missing,missing,match,missing,match,missing,nomatch,missing,match,match,match,match,,match,match,missing,match,0.43692711461375705
record_503,c,match,match,missing,match,missing,match,match,nomatch,missing,match,match,match,match,nomatch,match,match,match,match,missing,0.6902414344246961
record_503,d,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,missing,match,match,nomatch,match,match,match,nomatch,nomatch,0.548505557534981
record_503,e,nomatch,nomatch,missing,match,missing,match,nomatch,match,match,nomatch,match,match,match,match,match,match,match,nomatch,match,0.4362390964391587
record_503,f,nomatch,match,missing,match,missing,match,match,nomatch,missing,nomatch,match,match,nomatch,match,nomatch,nomatch,match,nomatch,missing,0.5725981117761043
record_503,g,nomatch,nomatch,nomatch,nomatch,,match,,nomatch,nomatch,matcha,,nomatch,match,matcha,matcha,nomatch,,nomatch,,0.7769286866613547
record_503,h,match,missing,nomatch,missing,nomatch,match,missing,match,match,match,match,match,match,missing,nomatch,,match,match,nomatch,0.6205375515676442
record_504,a,missing,match,nomatch,match,match,match,nomatch,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,nomatch,match,0.5106472099274212
record_504,b,match,match,missing,,match,match,match,missing,nomatch,missing,missing,match,match,match,nomatch,missing,match,match,match,0.5425604064755446
record_504,c,missing,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,missing,0.48482533462076294
record_504,d,nomatch,nomatch,match,nomatch,match,match,match,nomatch,nomatch,match,nomatch,missing,match,nomatch,match,nomatch,match,nomatch,match,0.4391848935491119
record_504,e,missing,nomatch,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,nomatch,match,match,match,match,nomatch,match,missing,0.6104899026147281
record_504,f,missing,match,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,nomatch,match,match,match,match,match,nomatch,missing,0.6819193055820687
record_504,g,match,,matcha,matcha,,matcha,match,matcha,nomatch,nomatch,,nomatch,matcha,matcha,matcha,match,nomatch,nomatch,nomatch,0.6727333614754083
record_504,h,nomatch,missing,match,nomatch,missing,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,missing,0.6814350189015234
record_505,a,missing,nomatch,match,match,match,match,match,,match,match,match,match,nomatch,match,match,nomatch,nomatch,missing,match,0.4635405839877381
record_505,b,match,match,missing,missing,missing,missing,match,match,nomatch,match,missing,match,match,missing,nomatch,match,missing,match,match,0.6246804759314574
record_505,c,match,match,match,match,missing,match,match,match,missing,nomatch,nomatch,match,match,match,nomatch,match,missing,match,match,0.62146321062345
record_505,d,match,match,match,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,nomatch,nomatch,0.6607673138548948
record_505,e,nomatch,nomatch,match,match,missing,match,match,match,match,match,match,nomatch,match,nomatch,match,match,match,match,match,0.6163918638806507
record_505,f,match,nomatch,match,nomatch,missing,nomatch,nomatch,nomatch,missing,match,nomatch,match,nomatch,nomatch,nomatch,match,missing,nomatch,match,0.6573959869344332
record_505,g,nomatch,match,nomatch,matcha,nomatch,,,matcha,,,nomatch,matcha,match,matcha,nomatch,nomatch,match,matcha,,0.5884929759691524
record_505,h,missing,match,match,missing,match,nomatch,nomatch,match,match,missing,missing,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.5145854982187603
record_506,a,match,match,match,match,,missing,nomatch,match,match,,nomatch,match,match,match,nomatch,nomatch,missing,nomatch,,0.4433822872223435
record_506,b,match,match,match,match,missing,nomatch,match,missing,nomatch,match,match,match,missing,,match,match,match,match,match,0.6706027968592234
record_506,c,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,match,nomatch,match,match,match,match,0.422519999621324
record_506,d,nomatch,match,nomatch,missing,match,match,nomatch,nomatch,match,missing,match,match,match,match,nomatch,match,match,nomatch,match,0.7091565750431791
record_506,e,match,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,match,0.6909207547344709
record_506,f,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,match,0.5764069992731622
record_506,g,matcha,,,nomatch,nomatch,nomatch,nomatch,,,nomatch,nomatch,,matcha,matcha,matcha,match,match,match,nomatch,0.7732224396587355
record_506,h,missing,nomatch,nomatch,nomatch,match,missing,match,missing,nomatch,match,nomatch,nomatch,match,nomatch,match,missing,nomatch,nomatch,match,0.5908367174874785
record_507,a,match,match,match,match,nomatch,match,match,match,,match,match,nomatch,match,missing,match,nomatch,,nomatch,match,0.5908165725991591
record_507,b,match,match,nomatch,match,missing,missing,,match,nomatch,nomatch,match,match,match,match,nomatch,match,match,missing,match,0.5765247454249122
record_507,c,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,nomatch,match,match,match,,match,match,0.5795781068608461
record_507,d,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,match,match,match,missing,match,nomatch,match,0.5521460267366597
record_507,e,nomatch,match,match,match,nomatch,nomatch,match,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,match,match,0.7463586190721041
record_507,f,match,nomatch,match,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,missing,match,match,0.5247386606395981
record_507,g,matcha,matcha,,nomatch,match,,,,matcha,,,matcha,,match,matcha,nomatch,matcha,match,matcha,0.48874128282595886
record_507,h,nomatch,missing,match,nomatch,nomatch,nomatch,nomatch,match,,nomatch,nomatch,match,nomatch,missing,nomatch,nomatch,missing,match,nomatch,0.5704453600503026
record_508,a,match,match,missing,match,match,match,match,,match,match,match,match,match,match,,missing,,nomatch,match,0.48991254427896336
record_508,b,match,nomatch,match,missing,match,missing,match,missing,nomatch,match,match,missing,match,,match,match,match,match,match,0.5602824668432737
record_508,c,match,match,match,match,match,match,nomatch,missing,nomatch,match,match,match,match,nomatch,nomatch,match,match,match,match,0.6424359563092626
record_508,d,match,missing,match,match,match,match,missing,match,match,match,nomatch,match,nomatch,nomatch,,match,match,match,nomatch,0.5838884023676436
record_508,e,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,missing,match,match,nomatch,nomatch,match,nomatch,nomatch,match,match,match,match,0.7413773438202667
record_508,f,nomatch,match,match,nomatch,match,nomatch,match,missing,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,match,nomatch,0.5489281358517314
record_508,g,nomatch,,match,nomatch,,nomatch,,nomatch,,,,,nomatch,,matcha,matcha,nomatch,matcha,,0.6229623575232346
record_508,h,match,nomatch,missing,nomatch,nomatch,nomatch,missing,,nomatch,nomatch,missing,missing,nomatch,missing,missing,nomatch,match,missing,missing,0.3841576247133375
record_509,a,match,,match,match,match,match,,match,missing,missing,match,nomatch,nomatch,match,match,match,missing,nomatch,missing,0.5321373523533113
record_509,b,match,match,missing,match,match,missing,match,match,nomatch,match,match,match,match,match,match,missing,match,match,match,0.6890960508150248
record_509,c,match,match,match,missing,match,match,match,missing,match,nomatch,nomatch,nomatch,match,nomatch,missing,match,match,match,nomatch,0.5332211560458475
record_509,d,match,match,match,match,nomatch,match,missing,match,match,nomatch,nomatch,match,,nomatch,match,nomatch,match,nomatch,nomatch,0.50983398740006
record_509,e,match,match,nomatch,match,match,match,nomatch,missing,nomatch,match,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,0.6148742611115143
record_509,f,nomatch,match,match,missing,match,nomatch,nomatch,missing,nomatch,match,match,match,nomatch,nomatch,missing,nomatch,match,nomatch,nomatch,0.7429653086614476
record_509,g,,matcha,,,nomatch,matcha,match,,match,nomatch,nomatch,matcha,nomatch,,matcha,,match,match,nomatch,0.3698216793100052
record_509,h,match,missing,nomatch,nomatch,nomatch,nomatch,missing,nomatch,missing,nomatch,nomatch,match,missing,nomatch,match,missing,nomatch,missing,nomatch,0.8581966370597156
record_51,a,match,match,match,match,match,match,match,match,match,match,match,match,,match,,nomatch,nomatch,nomatch,match,0.6791591495942471
record_51,b,nomatch,match,match,missing,match,match,match,match,missing,match,missing,nomatch,match,nomatch,,match,match,match,match,0.5797392346381791
record_51,c,match,match,match,match,match,match,match,match,match,missing,match,missing,match,match,match,match,match,match,match,0.7996507071268774
record_51,d,nomatch,nomatch,match,match,nomatch,match,match,match,match,match,nomatch,nomatch,missing,missing,match,,match,nomatch,match,0.5893186164692328
record_51,e,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,match,match,nomatch,nomatch,0.6105278959174453
record_51,f,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,missing,match,missing,match,match,match,nomatch,match,match,match,0.4945992178540978
record_51,g,,matcha,,matcha,matcha,nomatch,,nomatch,nomatch,,matcha,,match,,match,match,match,match,,0.5044637534659984
record_51,h,missing,missing,nomatch,nomatch,nomatch,match,missing,nomatch,match,nomatch,missing,nomatch,,nomatch,match,nomatch,match,missing,match,0.4931377769110318
record_510,a,nomatch,match,match,nomatch,nomatch,match,match,match,nomatch,match,match,match,,nomatch,nomatch,nomatch,nomatch,match,nomatch,0.7445677706843133
record_510,b,missing,match,match,match,match,match,match,,nomatch,match,match,match,match,match,match,match,match,match,match,0.6781836844527576
record_510,c,nomatch,match,nomatch,nomatch,match,match,match,missing,match,missing,match,match,match,match,match,match,match,match,match,0.7348244998551181
record_510,d,match,nomatch,nomatch,nomatch,match,match,match,missing,nomatch,match,nomatch,match,missing,nomatch,match,match,match,match,match,0.520426005060611
record_510,e,nomatch,nomatch,match,nomatch,match,nomatch,match,missing,nomatch,missing,match,match,nomatch,match,nomatch,match,nomatch,nomatch,match,0.734135765910955
record_510,f,match,match,nomatch,match,nomatch,match,match,missing,nomatch,missing,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.7071358233861345
record_510,g,match,nomatch,,match,nomatch,matcha,,,matcha,nomatch,,matcha,matcha,nomatch,nomatch,match,match,,matcha,0.739077655011275
record_510,h,match,missing,nomatch,match,missing,missing,nomatch,missing,match,match,match,nomatch,missing,match,nomatch,nomatch,missing,match,match,0.5695998358740838
record_511,a,missing,match,missing,match,match,match,match,match,nomatch,,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.6939937330316803
record_511,b,missing,missing,match,match,match,missing,match,match,nomatch,match,match,match,match,match,match,match,match,missing,match,0.6765881263630226
record_511,c,nomatch,match,match,missing,match,match,match,nomatch,match,match,match,match,match,match,match,match,match,match,missing,0.6605901060863251
record_511,d,missing,nomatch,,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,missing,match,match,match,match,nomatch,0.6824728960841484
record_511,e,nomatch,nomatch,match,missing,match,nomatch,match,match,match,match,match,match,nomatch,match,nomatch,nomatch,match,nomatch,missing,0.5227171247836999
record_511,f,match,nomatch,nomatch,missing,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,match,match,missing,0.6579925575442467
record_511,g,match,matcha,match,nomatch,,,nomatch,,match,matcha,nomatch,,,,matcha,matcha,match,match,matcha,0.5089340420436576
record_511,h,nomatch,match,nomatch,nomatch,match,missing,missing,nomatch,match,missing,missing,nomatch,nomatch,nomatch,match,missing,match,match,nomatch,0.6686164274684279
record_512,a,match,missing,match,nomatch,match,match,nomatch,match,missing,match,match,match,match,match,match,nomatch,missing,nomatch,match,0.7092583475276364
record_512,b,match,missing,match,match,missing,missing,match,missing,nomatch,match,match,match,match,match,match,nomatch,match,match,missing,0.40277013930833044
record_512,c,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,match,0.6060795032819281
record_512,d,match,match,nomatch,match,nomatch,match,nomatch,match,match,nomatch,match,match,match,match,match,missing,match,nomatch,nomatch,0.6398242583462657
record_512,e,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,match,match,match,0.3510751781188345
record_512,f,match,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,match,match,match,match,match,match,match,nomatch,nomatch,match,0.5861258418263354
record_512,g,nomatch,match,,match,,,nomatch,,nomatch,matcha,,,nomatch,,matcha,match,matcha,nomatch,nomatch,0.5242758339652498
record_512,h,missing,nomatch,nomatch,missing,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,missing,missing,missing,nomatch,0.5093732970409615
record_513,a,match,match,nomatch,match,nomatch,match,match,,nomatch,match,match,nomatch,match,match,match,nomatch,missing,nomatch,nomatch,0.648776629640824
record_513,b,missing,match,match,match,match,match,missing,nomatch,nomatch,match,match,match,missing,match,nomatch,match,match,missing,missing,0.6097492773436646
record_513,c,match,match,match,missing,,match,match,match,match,missing,match,match,nomatch,missing,match,match,match,match,match,0.48787466030098675
record_513,d,nomatch,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,match,match,nomatch,nomatch,0.6290155819694465
record_513,e,match,nomatch,nomatch,match,,match,nomatch,match,match,missing,match,match,nomatch,missing,match,nomatch,nomatch,nomatch,match,0.38697145858493476
record_513,f,nomatch,match,match,missing,missing,nomatch,nomatch,nomatch,nomatch,missing,match,match,nomatch,missing,match,match,nomatch,match,match,0.6415205755529004
record_513,g,,,matcha,,match,,,match,matcha,matcha,nomatch,match,,matcha,,match,match,matcha,match,0.4886608548058069
record_513,h,nomatch,nomatch,match,nomatch,match,missing,match,,match,missing,missing,missing,missing,match,nomatch,match,nomatch,match,nomatch,0.4419099554967134
record_514,a,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,missing,nomatch,nomatch,match,0.4951087690807102
record_514,b,match,match,match,missing,match,match,match,match,missing,match,missing,match,match,match,match,match,match,missing,match,0.6392860591846411
record_514,c,match,match,nomatch,match,match,match,match,match,match,match,missing,match,match,match,nomatch,match,match,match,match,0.46726558042887567
record_514,d,match,match,nomatch,match,nomatch,match,match,match,missing,match,match,match,match,match,match,match,match,match,match,0.6697771060174168
record_514,e,nomatch,match,match,nomatch,match,match,match,nomatch,nomatch,match,missing,nomatch,match,nomatch,match,nomatch,match,match,match,0.4183462563795105
record_514,f,match,match,nomatch,match,nomatch,nomatch,match,match,nomatch,match,missing,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,0.72328753064436
record_514,g,,,nomatch,,matcha,nomatch,matcha,,matcha,nomatch,,matcha,,matcha,nomatch,matcha,match,match,matcha,0.69215986007367
