recordid,datasource,firstinitial,firstname,middlename,lastname,dayofbirth,monthofbirth,yearofbirth,streetname,streetnumber,streettype,city,region,postalcode,unitnumber,address1,taxid,socialinsurancenumber,voterid,gender,trumatch_confidence
record_218,a,missing,missing,nomatch,match,match,match,missing,match,match,match,match,match,nomatch,,match,nomatch,match,nomatch,match,0.503182514
record_218,b,missing,nomatch,match,missing,missing,match,match,match,nomatch,match,match,match,match,missing,missing,missing,match,match,match,0.639347051
record_218,c,match,match,match,match,match,missing,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,0.606585629
record_218,d,nomatch,match,match,match,match,match,match,match,nomatch,match,match,match,match,nomatch,match,match,match,nomatch,match,0.492288743
record_218,e,match,nomatch,match,nomatch,match,match,match,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,nomatch,0.378816157
record_218,f,match,nomatch,match,nomatch,match,missing,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,0.732834496
record_218,g,match,match,match,matcha,,nomatch,nomatch,,,nomatch,matcha,,nomatch,nomatch,,nomatch,,nomatch,matcha,0.578951272
record_218,h,nomatch,missing,nomatch,nomatch,nomatch,match,nomatch,missing,nomatch,nomatch,nomatch,missing,match,match,match,nomatch,missing,match,nomatch,0.564994358
record_219,a,match,match,match,match,match,match,nomatch,match,match,match,match,match,missing,match,match,nomatch,nomatch,nomatch,match,0.61934249
record_219,b,match,match,match,match,match,nomatch,missing,,nomatch,missing,missing,missing,match,match,nomatch,missing,match,match,missing,0.519323259
record_219,c,match,match,match,match,match,match,match,nomatch,match,match,match,missing,match,match,match,match,missing,match,match,0.505440193
record_219,d,match,match,nomatch,match,match,match,nomatch,match,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,0.661498058
record_219,e,nomatch,match,nomatch,match,nomatch,nomatch,match,match,match,nomatch,match,missing,match,nomatch,match,match,match,match,nomatch,0.613164933
record_219,f,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,nomatch,missing,nomatch,nomatch,match,match,missing,nomatch,nomatch,0.670912404
record_219,g,nomatch,,nomatch,,,,nomatch,matcha,matcha,,nomatch,nomatch,match,nomatch,,nomatch,match,match,matcha,0.782368452
record_219,h,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,match,missing,0.574490418
record_22,a,match,match,nomatch,nomatch,match,match,match,match,missing,match,nomatch,match,match,match,match,nomatch,nomatch,nomatch,nomatch,0.653567943
record_22,b,missing,match,match,match,missing,match,missing,match,missing,missing,missing,missing,match,match,match,match,match,match,nomatch,0.78798537
record_22,c,match,match,match,match,match,match,,nomatch,match,match,match,nomatch,missing,nomatch,match,match,match,match,match,0.490359196
record_22,d,match,match,match,match,nomatch,match,,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,match,missing,0.642683677
record_22,e,nomatch,match,nomatch,match,nomatch,match,,nomatch,nomatch,match,nomatch,match,match,match,nomatch,nomatch,match,match,match,0.593443351
record_22,f,nomatch,nomatch,match,nomatch,match,match,missing,match,nomatch,match,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.387902761
record_22,g,,,matcha,match,matcha,nomatch,,,matcha,matcha,match,matcha,,matcha,,nomatch,match,matcha,nomatch,0.517671282
record_22,h,nomatch,match,match,match,missing,nomatch,nomatch,match,missing,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,match,missing,0.751544429
record_220,a,match,match,nomatch,match,match,match,match,match,match,,nomatch,match,missing,match,,nomatch,match,nomatch,match,0.504539507
record_220,b,,missing,missing,missing,match,,match,match,nomatch,match,match,match,match,match,match,match,match,match,match,0.750150218
record_220,c,match,match,match,match,missing,match,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,0.56786888
record_220,d,nomatch,match,missing,nomatch,match,match,match,nomatch,match,match,match,match,nomatch,match,nomatch,match,match,match,match,0.515631275
record_220,e,nomatch,match,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,match,match,match,0.492028249
record_220,f,nomatch,nomatch,nomatch,match,missing,match,match,match,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,0.597177961
record_220,g,nomatch,,match,nomatch,nomatch,nomatch,,,,match,match,matcha,match,matcha,matcha,match,nomatch,matcha,,0.405297169
record_220,h,nomatch,nomatch,match,nomatch,match,missing,match,nomatch,nomatch,missing,missing,nomatch,missing,match,match,nomatch,missing,nomatch,nomatch,0.534285876
record_221,a,match,match,,match,match,match,match,match,nomatch,,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.598360182
record_221,b,match,match,match,match,missing,match,match,match,nomatch,match,match,match,match,nomatch,nomatch,missing,match,match,match,0.65629362
record_221,c,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,nomatch,match,0.583882326
record_221,d,match,match,match,match,missing,match,nomatch,match,match,match,nomatch,match,missing,match,nomatch,missing,nomatch,,nomatch,0.503918893
record_221,e,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,match,match,nomatch,match,match,0.562844162
record_221,f,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,0.689437354
record_221,g,nomatch,matcha,match,matcha,matcha,,matcha,,matcha,match,matcha,matcha,,nomatch,,matcha,matcha,nomatch,,0.801837867
record_221,h,missing,missing,match,nomatch,nomatch,nomatch,nomatch,nomatch,missing,,nomatch,missing,nomatch,missing,missing,nomatch,missing,missing,nomatch,0.474863788
record_222,a,match,match,match,missing,match,match,match,match,match,match,nomatch,match,match,,match,nomatch,nomatch,nomatch,match,0.738682644
record_222,b,match,match,match,missing,,missing,match,match,nomatch,match,match,missing,missing,match,match,missing,match,nomatch,missing,0.609413513
record_222,c,match,missing,match,match,match,,match,match,match,match,match,match,match,missing,match,match,match,match,match,0.682415886
record_222,d,missing,match,match,missing,match,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,nomatch,match,0.639511729
record_222,e,nomatch,missing,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,match,match,match,match,nomatch,match,match,nomatch,0.68251953
record_222,f,nomatch,missing,match,nomatch,match,,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,match,0.689271434
record_222,g,,matcha,nomatch,match,,,,matcha,nomatch,matcha,matcha,nomatch,,match,nomatch,matcha,matcha,nomatch,,0.550770563
record_222,h,missing,match,match,nomatch,missing,match,missing,missing,missing,nomatch,missing,match,match,,nomatch,match,match,missing,nomatch,0.459264977
record_223,a,match,match,match,match,match,nomatch,match,match,match,nomatch,nomatch,match,match,,match,nomatch,nomatch,nomatch,missing,0.586103255
record_223,b,match,match,match,match,match,match,match,match,nomatch,match,missing,match,match,missing,nomatch,match,match,,match,0.543611738
record_223,c,match,missing,match,match,match,match,match,match,match,match,match,match,nomatch,match,missing,match,match,match,match,0.519967389
record_223,d,nomatch,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,nomatch,match,0.507130475
record_223,e,match,match,match,match,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,match,match,match,nomatch,nomatch,0.563035853
record_223,f,match,missing,nomatch,nomatch,nomatch,match,match,match,match,nomatch,match,nomatch,match,match,missing,match,nomatch,match,nomatch,0.472017747
record_223,g,,,,,,matcha,,,,match,match,nomatch,,match,nomatch,match,matcha,match,match,0.709361591
record_223,h,nomatch,nomatch,missing,match,match,match,missing,nomatch,nomatch,missing,match,missing,nomatch,missing,nomatch,match,match,match,nomatch,0.749962131
record_224,a,match,match,match,,nomatch,match,match,match,match,nomatch,match,match,missing,match,match,,nomatch,nomatch,match,0.740606365
record_224,b,match,match,match,match,match,match,missing,missing,,match,match,missing,missing,match,match,match,missing,missing,missing,0.615953612
record_224,c,match,match,missing,match,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,missing,0.683585762
record_224,d,nomatch,nomatch,nomatch,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,match,nomatch,,match,match,match,0.702446762
record_224,e,match,nomatch,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,nomatch,match,match,nomatch,nomatch,match,0.70281309
record_224,f,match,match,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,match,match,nomatch,missing,0.620599155
record_224,g,,nomatch,,nomatch,match,nomatch,,,,match,matcha,matcha,matcha,nomatch,,match,match,match,,0.435804574
record_224,h,nomatch,nomatch,match,match,missing,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,0.589454042
record_225,a,match,,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,nomatch,0.675307139
record_225,b,match,match,match,missing,match,match,match,match,missing,missing,,match,match,missing,match,match,match,missing,match,0.763935913
record_225,c,missing,match,match,match,match,match,match,match,match,match,match,match,missing,match,match,match,match,match,match,0.598951539
record_225,d,nomatch,match,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,missing,match,match,match,match,nomatch,match,match,match,0.547609909
record_225,e,missing,match,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,match,0.71140944
record_225,f,missing,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,match,missing,nomatch,match,nomatch,match,match,nomatch,0.379273706
record_225,g,matcha,match,,matcha,nomatch,nomatch,match,,nomatch,match,,matcha,matcha,nomatch,nomatch,nomatch,nomatch,match,match,0.404943571
record_225,h,nomatch,missing,nomatch,match,nomatch,match,missing,match,nomatch,match,nomatch,nomatch,match,missing,nomatch,nomatch,missing,match,match,0.622709089
record_226,a,match,nomatch,match,match,nomatch,match,match,match,match,,match,nomatch,match,match,match,nomatch,,nomatch,match,0.669318771
record_226,b,,match,match,match,missing,match,match,missing,nomatch,missing,missing,match,match,match,match,match,match,match,match,0.53327484
record_226,c,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,nomatch,nomatch,match,match,match,match,0.490218459
record_226,d,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,match,match,match,0.517552358
record_226,e,nomatch,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.652578972
record_226,f,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,0.590546053
record_226,g,,nomatch,matcha,,match,,nomatch,nomatch,nomatch,match,,match,matcha,nomatch,matcha,match,matcha,match,nomatch,0.501220686
record_226,h,nomatch,nomatch,nomatch,match,match,nomatch,match,missing,missing,,nomatch,match,nomatch,match,missing,nomatch,match,nomatch,match,0.797467324
record_227,a,match,match,match,match,match,match,match,missing,match,match,match,match,,,match,nomatch,nomatch,nomatch,missing,0.766127361
record_227,b,match,missing,match,match,missing,match,match,match,nomatch,match,match,match,missing,match,nomatch,match,nomatch,match,match,0.399401079
record_227,c,match,missing,match,match,match,match,match,match,match,nomatch,match,match,match,match,nomatch,match,match,match,nomatch,0.679476428
record_227,d,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,nomatch,0.72705514
record_227,e,nomatch,missing,match,match,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,0.493724565
record_227,f,match,missing,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,0.557145529
record_227,g,,nomatch,,,matcha,matcha,,nomatch,,,matcha,matcha,nomatch,nomatch,matcha,match,matcha,match,nomatch,0.674781294
record_227,h,nomatch,nomatch,nomatch,missing,missing,nomatch,nomatch,nomatch,nomatch,nomatch,missing,nomatch,,missing,missing,match,missing,nomatch,missing,0.64953865
record_228,a,match,match,match,match,match,match,match,nomatch,,match,,match,match,match,match,missing,nomatch,nomatch,match,0.584092645
record_228,b,match,match,nomatch,match,match,match,missing,match,nomatch,match,missing,match,missing,match,nomatch,missing,match,match,match,0.614844066
record_228,c,missing,match,match,missing,nomatch,match,match,match,nomatch,nomatch,missing,match,match,match,match,match,match,match,match,0.672542537
record_228,d,match,nomatch,match,nomatch,match,missing,match,nomatch,nomatch,match,match,match,match,nomatch,match,nomatch,match,nomatch,match,0.675141861
record_228,e,missing,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,missing,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,0.700001395
record_228,f,missing,nomatch,nomatch,missing,match,match,nomatch,nomatch,match,nomatch,missing,match,match,nomatch,nomatch,match,nomatch,match,nomatch,0.486149307
record_228,g,nomatch,matcha,nomatch,,,nomatch,,match,matcha,,match,matcha,,matcha,,matcha,nomatch,matcha,matcha,0.799512984
record_228,h,match,missing,nomatch,nomatch,missing,nomatch,match,match,match,match,,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,0.611394722
record_229,a,match,,match,match,match,match,nomatch,match,match,missing,match,,match,,missing,nomatch,nomatch,nomatch,match,0.824738669
record_229,b,match,match,match,match,nomatch,match,match,match,nomatch,missing,match,match,match,missing,nomatch,match,match,match,match,0.501844473
record_229,c,match,match,match,nomatch,,missing,match,match,nomatch,missing,match,match,match,match,nomatch,match,,nomatch,nomatch,0.69615914
record_229,d,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,match,missing,match,0.643294318
record_229,e,nomatch,nomatch,nomatch,nomatch,,missing,match,match,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,0.571106237
record_229,f,match,match,match,match,missing,missing,match,nomatch,nomatch,missing,nomatch,nomatch,match,match,match,match,missing,nomatch,nomatch,0.501281336
record_229,g,nomatch,matcha,matcha,nomatch,matcha,,matcha,nomatch,,matcha,,match,nomatch,matcha,match,matcha,match,matcha,matcha,0.618498189
record_229,h,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,missing,missing,nomatch,missing,missing,,nomatch,match,missing,match,missing,0.440389014
record_23,a,,match,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,0.759225327
record_23,b,match,missing,missing,missing,missing,match,missing,match,nomatch,match,missing,missing,match,missing,nomatch,match,missing,match,match,0.722727962
record_23,c,nomatch,match,match,nomatch,match,nomatch,match,match,match,match,match,match,match,nomatch,nomatch,match,match,match,match,0.583457942
record_23,d,match,match,nomatch,match,nomatch,nomatch,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,0.569091682
record_23,e,nomatch,match,nomatch,nomatch,match,match,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,0.639374081
record_23,f,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,match,match,0.631349276
record_23,g,nomatch,nomatch,match,nomatch,match,nomatch,matcha,match,matcha,,,match,,match,,nomatch,match,nomatch,,0.789600612
record_23,h,match,match,match,nomatch,nomatch,nomatch,nomatch,match,missing,nomatch,nomatch,match,nomatch,match,missing,nomatch,match,nomatch,nomatch,0.597765945
record_230,a,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,nomatch,,nomatch,nomatch,missing,0.609156617
record_230,b,missing,match,match,missing,missing,match,match,match,nomatch,match,missing,missing,match,match,match,match,nomatch,match,match,0.670458554
record_230,c,match,nomatch,match,match,match,match,missing,match,match,match,match,nomatch,match,match,match,match,match,nomatch,match,0.622546581
record_230,d,match,match,match,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,missing,nomatch,match,match,match,nomatch,0.504940926
record_230,e,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,0.733781262
record_230,f,match,match,nomatch,nomatch,match,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,0.656596651
record_230,g,nomatch,nomatch,,,,,,nomatch,,match,,nomatch,,nomatch,match,matcha,matcha,nomatch,nomatch,0.565815506
record_230,h,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,missing,nomatch,nomatch,nomatch,match,match,match,nomatch,match,missing,0.676742727
record_231,a,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,,match,nomatch,nomatch,nomatch,match,0.519632204
record_231,b,match,match,match,match,match,match,,match,missing,match,nomatch,missing,match,match,nomatch,match,nomatch,match,match,0.674185389
record_231,c,nomatch,match,missing,nomatch,match,match,match,match,match,nomatch,match,nomatch,missing,match,match,match,match,match,nomatch,0.660127716
record_231,d,match,match,match,nomatch,match,nomatch,match,match,match,nomatch,match,match,match,nomatch,match,,match,match,match,0.471260189
record_231,e,nomatch,nomatch,missing,nomatch,match,nomatch,match,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,match,nomatch,0.841357711
record_231,f,nomatch,nomatch,missing,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,match,missing,nomatch,nomatch,nomatch,nomatch,nomatch,match,0.55181832
record_231,g,matcha,,matcha,nomatch,nomatch,match,matcha,matcha,,matcha,nomatch,nomatch,,matcha,,match,match,nomatch,,0.523933532
record_231,h,match,nomatch,match,nomatch,missing,match,nomatch,nomatch,nomatch,match,nomatch,match,missing,match,missing,missing,match,match,match,0.448115015
record_232,a,match,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,nomatch,match,match,match,0.655908355
record_232,b,missing,match,match,match,match,match,match,,nomatch,match,match,match,match,match,nomatch,match,match,match,missing,0.621412584
record_232,c,match,nomatch,match,match,match,match,match,match,match,nomatch,match,missing,missing,match,match,match,missing,match,match,0.668739882
record_232,d,match,match,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,match,match,match,match,match,0.621397915
record_232,e,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,missing,missing,match,match,nomatch,missing,nomatch,match,0.574326572
record_232,f,match,match,match,nomatch,nomatch,match,match,nomatch,match,match,match,missing,missing,nomatch,nomatch,match,missing,nomatch,match,0.647346112
record_232,g,,match,,matcha,nomatch,,match,,,match,matcha,match,nomatch,,nomatch,nomatch,,,nomatch,0.656161597
record_232,h,nomatch,missing,nomatch,match,match,nomatch,nomatch,nomatch,missing,match,nomatch,missing,match,missing,missing,nomatch,match,nomatch,nomatch,0.47757525
record_233,a,nomatch,match,match,match,match,match,nomatch,missing,match,match,match,match,match,nomatch,match,nomatch,nomatch,nomatch,match,0.652745196
record_233,b,match,match,missing,missing,match,match,match,missing,nomatch,match,match,missing,match,missing,match,missing,match,match,match,0.602195894
record_233,c,match,missing,match,match,match,nomatch,match,nomatch,match,match,match,match,match,match,match,match,match,match,match,0.672134744
record_233,d,nomatch,match,match,match,match,missing,match,match,match,nomatch,match,missing,match,match,match,nomatch,match,match,match,0.552267732
record_233,e,match,match,nomatch,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,0.624955735
record_233,f,nomatch,missing,match,match,nomatch,match,nomatch,match,match,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,match,nomatch,0.694616791
record_233,g,matcha,matcha,matcha,,,matcha,match,match,,,,,,match,,match,match,match,,0.450956767
record_233,h,match,missing,missing,nomatch,nomatch,nomatch,missing,missing,match,missing,nomatch,match,missing,nomatch,missing,missing,match,nomatch,nomatch,0.668811726
record_234,a,match,match,match,match,nomatch,match,match,missing,match,match,match,,match,match,match,match,nomatch,nomatch,match,0.613745125
record_234,b,match,match,match,match,missing,match,missing,match,nomatch,,missing,missing,match,match,match,missing,match,match,match,0.765281089
record_234,c,match,nomatch,match,match,match,missing,match,match,match,nomatch,nomatch,match,match,match,match,match,match,match,match,0.566660923
record_234,d,,missing,match,nomatch,match,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,,match,match,nomatch,match,0.468201328
record_234,e,nomatch,nomatch,nomatch,match,nomatch,match,match,match,nomatch,nomatch,match,match,match,nomatch,nomatch,match,nomatch,match,match,0.643965415
record_234,f,match,nomatch,nomatch,nomatch,nomatch,missing,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,nomatch,match,nomatch,match,0.692754761
record_234,g,nomatch,matcha,nomatch,nomatch,match,,,matcha,matcha,nomatch,nomatch,match,matcha,,,nomatch,match,matcha,,0.633811235
record_234,h,missing,missing,missing,nomatch,nomatch,match,nomatch,nomatch,match,missing,match,match,match,nomatch,nomatch,nomatch,match,match,missing,0.445257946
record_235,a,match,match,match,match,match,match,match,match,match,match,missing,match,match,match,match,match,,nomatch,match,0.597210248
record_235,b,missing,missing,match,missing,missing,match,match,match,nomatch,match,match,match,match,missing,match,match,match,match,match,0.621528587
record_235,c,nomatch,missing,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,0.658607313
record_235,d,,match,match,match,match,match,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,match,match,0.628362623
record_235,e,match,match,match,nomatch,nomatch,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,0.515726524
record_235,f,match,missing,nomatch,match,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,0.514200507
record_235,g,,,,,,,,,nomatch,,nomatch,,,,,,matcha,match,,0.615258765
record_235,h,nomatch,nomatch,missing,nomatch,match,nomatch,nomatch,nomatch,match,missing,missing,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,missing,0.516245394
record_236,a,missing,missing,,match,match,match,match,nomatch,match,match,match,match,match,match,match,,nomatch,,match,0.540807739
record_236,b,match,missing,match,match,match,match,match,nomatch,nomatch,nomatch,match,,missing,match,missing,missing,match,match,match,0.728001269
record_236,c,match,match,match,match,match,match,match,match,match,missing,nomatch,match,match,nomatch,match,match,match,nomatch,match,0.626665525
record_236,d,match,,match,match,match,match,match,match,match,nomatch,match,,match,match,match,match,match,nomatch,nomatch,0.60139407
record_236,e,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.641770453
record_236,f,match,match,nomatch,match,match,nomatch,match,match,nomatch,missing,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,0.502890216
record_236,g,match,nomatch,match,,,nomatch,,match,,,matcha,,matcha,matcha,,nomatch,matcha,match,matcha,0.633331331
record_236,h,missing,missing,match,missing,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,missing,nomatch,match,nomatch,,match,match,nomatch,0.580956576
record_237,a,match,match,missing,match,match,match,,nomatch,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.76733671
record_237,b,nomatch,match,missing,match,match,match,match,match,nomatch,match,,nomatch,match,match,match,missing,match,match,missing,0.386259254
record_237,c,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,match,match,match,0.662851563
record_237,d,match,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,match,match,match,nomatch,0.568493762
record_237,e,match,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,0.414185942
record_237,f,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,nomatch,match,match,match,nomatch,nomatch,nomatch,0.614912163
record_237,g,,,matcha,,,matcha,match,nomatch,matcha,nomatch,,,nomatch,matcha,,nomatch,match,match,,0.617494613
record_237,h,missing,nomatch,missing,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,match,nomatch,nomatch,match,match,match,match,nomatch,0.699730996
record_238,a,,match,match,match,match,missing,match,match,match,match,match,match,match,match,match,nomatch,nomatch,,match,0.609784685
record_238,b,match,match,missing,match,,match,,match,nomatch,match,missing,match,match,match,match,match,match,missing,match,0.697217271
record_238,c,match,match,missing,match,match,match,match,nomatch,match,match,match,nomatch,match,nomatch,match,match,match,match,match,0.709301122
record_238,d,match,match,missing,match,match,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,nomatch,0.628118868
record_238,e,nomatch,nomatch,missing,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,0.540049421
record_238,f,nomatch,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,match,0.547375516
record_238,g,match,,,,nomatch,nomatch,matcha,,,matcha,,nomatch,,nomatch,nomatch,match,nomatch,nomatch,,0.576347547
record_238,h,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,match,nomatch,nomatch,match,missing,match,missing,match,match,match,missing,match,0.823140111
record_239,a,match,match,nomatch,match,match,match,match,match,,nomatch,match,match,match,match,nomatch,nomatch,,nomatch,match,0.734452825
record_239,b,missing,match,nomatch,match,match,match,missing,match,missing,missing,match,match,match,match,nomatch,match,missing,match,nomatch,0.623270398
record_239,c,match,match,match,match,match,match,,nomatch,match,match,match,match,nomatch,match,nomatch,match,match,match,match,0.509581122
record_239,d,match,match,match,match,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,match,match,match,0.717080594
record_239,e,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,match,0.429453844
record_239,f,nomatch,match,nomatch,match,nomatch,match,,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,match,0.686058867
record_239,g,nomatch,,matcha,matcha,,matcha,matcha,nomatch,matcha,nomatch,,,matcha,,matcha,match,matcha,matcha,,0.551000833
record_239,h,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,missing,missing,match,nomatch,nomatch,match,match,missing,match,missing,0.69669733
record_24,a,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,nomatch,nomatch,nomatch,match,0.557589072
record_24,b,match,match,missing,missing,match,missing,missing,,missing,match,match,match,missing,,match,match,match,missing,match,0.58335275
record_24,c,nomatch,match,nomatch,match,match,match,match,match,match,match,nomatch,missing,nomatch,match,missing,missing,match,nomatch,match,0.648774805
record_24,d,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,match,match,match,match,match,nomatch,match,nomatch,nomatch,0.540637439
record_24,e,match,nomatch,nomatch,match,nomatch,match,nomatch,match,match,nomatch,match,missing,nomatch,nomatch,missing,missing,nomatch,nomatch,match,0.700500332
record_24,f,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,missing,nomatch,nomatch,missing,missing,nomatch,nomatch,match,0.709394121
record_24,g,matcha,,matcha,matcha,,,,,matcha,matcha,match,matcha,matcha,matcha,matcha,match,match,match,,0.714722228
record_24,h,missing,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,missing,match,nomatch,match,missing,match,match,match,nomatch,0.428763816
record_240,a,match,,match,match,missing,nomatch,match,match,match,match,match,match,match,match,match,,nomatch,nomatch,match,0.544280842
record_240,b,match,match,missing,match,missing,match,match,match,nomatch,nomatch,match,match,match,match,nomatch,match,match,match,match,0.610039152
